TRADEID,TRADETYPE,ASSETID,PAYREC,FIXFLT,STARTDATE,ENDDATE,FIXINGDATE,IDAYS,RATE,FORWARD,SPREAD,ALLINRATE,NOTIONAL,PAYDATE,FLOWS,TRANSACTION_TYPE,DAYS,CCY,ZERO,DISCOUNT,PRESENTVALUE,ASOFDATE
4927421,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-2850,XNL,(null),USD,(null),(null),(null),20/08/2020
4927422,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,2286,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927422,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-16974.14,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927423,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/08/2020,400000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4927423,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/08/2020,-3297280,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927423,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,3296600,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927423,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-400000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4927424,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,11159.27,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927424,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1784.94,XNL,(null),USD,(null),(null),(null),20/08/2020
4927425,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,7143.15,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927425,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-9870,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927426,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,6512.72,XNL,(null),USD,(null),(null),(null),20/08/2020
4927426,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-40463.37,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927427,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1169.9,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927427,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1651.5,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927428,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,8145.59,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927428,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1302.5,XNL,(null),USD,(null),(null),(null),20/08/2020
4927429,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1169.95,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927429,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1651.5,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927430,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,829.33,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927430,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6157.9,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927431,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,829.68,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927431,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6160.49,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927432,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,12878.13,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927432,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1725,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927433,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,304687.17,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927433,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-48700,XNL,(null),USD,(null),(null),(null),20/08/2020
4927434,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,47033.15,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927434,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6300,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927435,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,867.6,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927435,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6442.09,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927436,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,197762,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927436,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1468462,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927437,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,5058144,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927437,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-677563,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927438,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1312.54,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927438,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-211,XNL,(null),USD,(null),(null),(null),20/08/2020
4927439,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,181594.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927439,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-29021,XNL,(null),USD,(null),(null),(null),20/08/2020
4927440,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,751595,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927440,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-540968.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927441,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,494429.1,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927441,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-685352.9,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927442,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,49044.08,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927442,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-67688,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927443,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,421,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927443,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-296.19,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927444,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,34439.44,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927444,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-48592,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927445,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,7523.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927445,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1089,XNL,(null),CHF,(null),(null),(null),20/08/2020
4927446,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,45000,XNL,(null),PLN,(null),(null),(null),20/08/2020
4927446,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-75774.46,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927447,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,114626,XNL,(null),ZAR,(null),(null),(null),20/08/2020
4927447,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-42733.61,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927448,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,8000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927448,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-59401.6,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927449,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,4000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927449,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-29700.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927450,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,51945.08,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927452,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,58271.69,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927450,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-8307,XNL,(null),USD,(null),(null),(null),20/08/2020
4927451,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,870,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927451,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6459.88,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927452,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-9320.1,XNL,(null),USD,(null),(null),(null),20/08/2020
4927453,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,26112,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927453,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-194406.97,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927454,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,497529.12,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927454,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-66821,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927455,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,105766.78,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927455,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-16911.32,XNL,(null),USD,(null),(null),(null),20/08/2020
4927456,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,350049.75,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927456,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-251719.21,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927457,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,43998.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927457,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-7033.75,XNL,(null),USD,(null),(null),(null),20/08/2020
4927458,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,94517.43,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927458,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-67960.17,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927459,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,404427.97,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927459,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-54287.82,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927460,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,149608.05,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927460,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-20082.43,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927461,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,5000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927461,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-37227000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927463,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,204600,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927463,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-143888.17,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927464,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,681281.9,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927464,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-491527.65,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927467,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,497276.6,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927467,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-701669.4,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927468,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4927468,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-978400,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927470,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,6460.65,XNL,(null),USD,(null),(null),(null),20/08/2020
4927470,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-40170.38,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927471,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,9838.06,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927471,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1572.25,XNL,(null),USD,(null),(null),(null),20/08/2020
4927472,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,399357.28,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927472,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-553381.4,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927473,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,118309.65,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927473,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-18900,XNL,(null),USD,(null),(null),(null),20/08/2020
4927474,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1008750.83,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927474,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-161144.88,XNL,(null),USD,(null),(null),(null),20/08/2020
4927475,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,46673.29,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927475,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-7455,XNL,(null),USD,(null),(null),(null),20/08/2020
4927476,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,24552.2,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927476,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-17653.72,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927477,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,10555.52,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927477,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1686.08,XNL,(null),USD,(null),(null),(null),20/08/2020
4927478,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,300000,XNL,(null),USD,(null),(null),(null),20/08/2020
4927478,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1872126,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927479,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,436243.17,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927479,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-3239192.79,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927480,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,3239192.79,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927480,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-436243.17,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927481,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1000000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4927481,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-862069,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927482,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,2379809.04,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927482,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-318774.66,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927483,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,318774.66,XNL,(null),EUR,(null),(null),(null),20/08/2020
4927483,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-2379809.04,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927484,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,857800,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927484,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-1000000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4927485,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,875775.54,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927485,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1208408.64,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927486,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,70561.34,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927486,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-11242.83,XNL,(null),USD,(null),(null),(null),20/08/2020
4927487,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,37000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927487,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-26620.22,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927488,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,46375,XNL,(null),SEK,(null),(null),(null),20/08/2020
4927488,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-33365.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927489,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,123597.52,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927489,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-19681.76,XNL,(null),USD,(null),(null),(null),20/08/2020
4927490,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,13522.35,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927490,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-2154.18,XNL,(null),USD,(null),(null),(null),20/08/2020
4927491,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,31462.1,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927491,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-3800,XNL,(null),GBP,(null),(null),(null),20/08/2020
4927492,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,28063.74,XNL,(null),DKK,(null),(null),(null),20/08/2020
4927492,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-4473,XNL,(null),USD,(null),(null),(null),20/08/2020
4928002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,100772.15,XNL,(null),DKK,(null),(null),(null),20/08/2020
4928002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-16033.5,XNL,(null),USD,(null),(null),(null),20/08/2020
4930002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,10642.5,XNL,(null),CAD,(null),(null),(null),20/08/2020
4930002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-50425.34,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930003,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,29081.08,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930003,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-4625,XNL,(null),USD,(null),(null),(null),20/08/2020
4930004,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,30208.17,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930004,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-4787.5,XNL,(null),USD,(null),(null),(null),20/08/2020
4930005,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,491.27,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930005,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-77.88,XNL,(null),USD,(null),(null),(null),20/08/2020
4930006,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,19248.5,XNL,(null),USD,(null),(null),(null),20/08/2020
4930006,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-120490.61,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930007,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,12874.36,XNL,(null),USD,(null),(null),(null),20/08/2020
4930007,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-80616.68,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930008,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,26260.74,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930008,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-4165,XNL,(null),USD,(null),(null),(null),20/08/2020
4930009,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,39727.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930009,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6300,XNL,(null),USD,(null),(null),(null),20/08/2020
4930010,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,7446300,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930010,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4930011,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,7446300,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930011,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-1000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4930012,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,22339110,XNL,(null),DKK,(null),(null),(null),20/08/2020
4930012,FXSPOT,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-3000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4930014,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/08/2020,210000,XNL,(null),USD,(null),(null),(null),20/08/2020
